Date,Value,ChangePercentMonth,ChangePercentYear
1918-07,15.1,0.0272,0.1797
1918-08,15.4,0.0199,0.1846
1918-09,15.7,0.0195,0.1805
1918-10,16.0,0.0191,0.1852
1918-11,16.3,0.0188,0.2074
1918-12,16.5,0.0123,0.2044
1919-01,16.5,0.0,0.1786
1919-02,16.2,-0.0182,0.1489
1919-03,16.4,0.0123,0.1714
1919-04,16.7,0.0183,0.1761
1919-05,16.9,0.012,0.1655
1919-06,16.9,0.0,0.1497
1919-07,17.4,0.0296,0.1523
1919-08,17.7,0.0172,0.1494
1919-09,17.8,0.0056,0.1338
1919-10,18.1,0.0169,0.1313
1919-11,18.5,0.0221,0.135
1919-12,18.9,0.0216,0.1455
1920-01,19.3,0.0212,0.1697
1920-02,19.5,0.0104,0.2037
1920-03,19.7,0.0103,0.2012
1920-04,20.3,0.0305,0.2156
1920-05,20.6,0.0148,0.2189
1920-06,20.9,0.0146,0.2367
1920-07,20.8,-0.0048,0.1954
1920-08,20.3,-0.024,0.1469
1920-09,20.0,-0.0148,0.1236
1920-10,19.9,-0.005,0.0994
1920-11,19.8,-0.005,0.0703
1920-12,19.4,-0.0202,0.0265
1921-01,19.0,-0.0206,-0.0155
1921-02,18.4,-0.0316,-0.0564
1921-03,18.3,-0.0054,-0.0711
1921-04,18.1,-0.0109,-0.1084
1921-05,17.7,-0.0221,-0.1408
1921-06,17.6,-0.0056,-0.1579
1921-07,17.7,0.0057,-0.149
1921-08,17.7,0.0,-0.1281
1921-09,17.5,-0.0113,-0.125
1921-10,17.5,0.0,-0.1206
1921-11,17.4,-0.0057,-0.1212
1921-12,17.3,-0.0057,-0.1082
1922-01,16.9,-0.0231,-0.1105
1922-02,16.9,0.0,-0.0815
1922-03,16.7,-0.0118,-0.0874
1922-04,16.7,0.0,-0.0773
1922-05,16.7,0.0,-0.0565
1922-06,16.7,0.0,-0.0511
1922-07,16.8,0.006,-0.0508
1922-08,16.6,-0.0119,-0.0621
1922-09,16.6,0.0,-0.0514
1922-10,16.7,0.006,-0.0457
1922-11,16.8,0.006,-0.0345
1922-12,16.9,0.006,-0.0231
1923-01,16.8,-0.0059,-0.0059
1923-02,16.8,0.0,-0.0059
1923-03,16.8,0.0,0.006
1923-04,16.9,0.006,0.012
1923-05,16.9,0.0,0.012
1923-06,17.0,0.0059,0.018
1923-07,17.2,0.0118,0.0238
1923-08,17.1,-0.0058,0.0301
1923-09,17.2,0.0058,0.0361
1923-10,17.3,0.0058,0.0359
1923-11,17.3,0.0,0.0298
1923-12,17.3,0.0,0.0237
1924-01,17.3,0.0,0.0298
1924-02,17.2,-0.0058,0.0238
1924-03,17.1,-0.0058,0.0179
1924-04,17.0,-0.0058,0.0059
1924-05,17.0,0.0,0.0059
1924-06,17.0,0.0,0.0
1924-07,17.1,0.0059,-0.0058
1924-08,17.0,-0.0058,-0.0058
1924-09,17.1,0.0059,-0.0058
1924-10,17.2,0.0058,-0.0058
1924-11,17.2,0.0,-0.0058
1924-12,17.3,0.0058,0.0
1925-01,17.3,0.0,0.0
1925-02,17.2,-0.0058,0.0
1925-03,17.3,0.0058,0.0117
1925-04,17.2,-0.0058,0.0118
1925-05,17.3,0.0058,0.0176
1925-06,17.5,0.0116,0.0294
1925-07,17.7,0.0114,0.0351
1925-08,17.7,0.0,0.0412
1925-09,17.7,0.0,0.0351
1925-10,17.7,0.0,0.0291
1925-11,18.0,0.0169,0.0465
1925-12,17.9,-0.0056,0.0347
1926-01,17.9,0.0,0.0347
1926-02,17.9,0.0,0.0407
1926-03,17.8,-0.0056,0.0289
1926-04,17.9,0.0056,0.0407
1926-05,17.8,-0.0056,0.0289
1926-06,17.7,-0.0056,0.0114
1926-07,17.5,-0.0113,-0.0113
1926-08,17.4,-0.0057,-0.0169
1926-09,17.5,0.0057,-0.0113
1926-10,17.6,0.0057,-0.0056
1926-11,17.7,0.0057,-0.0167
1926-12,17.7,0.0,-0.0112
1927-01,17.5,-0.0113,-0.0223
1927-02,17.4,-0.0057,-0.0279
1927-03,17.3,-0.0057,-0.0281
1927-04,17.3,0.0,-0.0335
1927-05,17.4,0.0058,-0.0225
1927-06,17.6,0.0115,-0.0056
1927-07,17.3,-0.017,-0.0114
1927-08,17.2,-0.0058,-0.0115
1927-09,17.3,0.0058,-0.0114
1927-10,17.4,0.0058,-0.0114
1927-11,17.3,-0.0057,-0.0226
1927-12,17.3,0.0,-0.0226
1928-01,17.3,0.0,-0.0114
1928-02,17.1,-0.0116,-0.0172
1928-03,17.1,0.0,-0.0116
1928-04,17.1,0.0,-0.0116
1928-05,17.2,0.0058,-0.0115
1928-06,17.1,-0.0058,-0.0284
1928-07,17.1,0.0,-0.0116
1928-08,17.1,0.0,-0.0058
1928-09,17.3,0.0117,0.0
1928-10,17.2,-0.0058,-0.0115
1928-11,17.2,0.0,-0.0058
1928-12,17.1,-0.0058,-0.0116
1929-01,17.1,0.0,-0.0116
1929-02,17.1,0.0,0.0
1929-03,17.0,-0.0058,-0.0058
1929-04,16.9,-0.0059,-0.0117
1929-05,17.0,0.0059,-0.0116
1929-06,17.1,0.0059,0.0
1929-07,17.3,0.0117,0.0117
1929-08,17.3,0.0,0.0117
1929-09,17.3,0.0,0.0
1929-10,17.3,0.0,0.0058
1929-11,17.3,0.0,0.0058
1929-12,17.2,-0.0058,0.0058
1930-01,17.1,-0.0058,0.0
1930-02,17.0,-0.0058,-0.0058
1930-03,16.9,-0.0059,-0.0059
1930-04,17.0,0.0059,0.0059
1930-05,16.9,-0.0059,-0.0059
1930-06,16.8,-0.0059,-0.0175
1930-07,16.6,-0.0119,-0.0405
1930-08,16.5,-0.006,-0.0462
1930-09,16.6,0.0061,-0.0405
1930-10,16.5,-0.006,-0.0462
1930-11,16.4,-0.0061,-0.052
1930-12,16.1,-0.0183,-0.064
1931-01,15.9,-0.0124,-0.0702
